Type,Start,End,Duration,Extra,Extra2,Note
Pumping,02/6/2017 02:14,,0:00,2.3 oz,,68 ml.  35L + 33R
Bottle feeding,02/6/2017 02:05,,0:00,2.0 oz,Mom's milk,10 pm bottle start
Pumping,01/6/2017 22:26,,0:00,1.49 oz,,44 ml. 19L + 25R
Sleep,01/6/2017 22:19,02/6/2017 02:04,3:44,,,
Bottle feeding,01/6/2017 22:00,,0:00,,Mom's milk,2
Sleep,01/6/2017 21:56,01/6/2017 22:02,0:06,,,
Right breast,01/6/2017 21:50,01/6/2017 21:57,0:07,,,
Sleep,01/6/2017 21:39,01/6/2017 21:49,0:09,,,
Left breast,01/6/2017 21:31,01/6/2017 21:49,0:17,,,
Diaper,01/6/2017 21:25,,0:00,,,nothing???
Bottle feeding,01/6/2017 21:09,,0:00,2.0 oz,Mom's milk,420 start
Sleep,01/6/2017 20:10,01/6/2017 21:04,0:54,,,
Diaper,01/6/2017 19:59,,0:00,"Urine, Feces",,
Right breast,01/6/2017 19:58,01/6/2017 20:25,0:24,,,
Left breast,01/6/2017 19:41,01/6/2017 19:54,0:11,,,
Left breast,01/6/2017 19:40,,0:00,,,
Sleep,01/6/2017 18:31,01/6/2017 19:35,1:04,,,
Sleep,01/6/2017 17:50,01/6/2017 18:27,0:36,,,
Bottle feeding,01/6/2017 17:25,,0:00,0.5 oz,Mom's milk,
Sleep,01/6/2017 17:23,01/6/2017 17:40,0:16,,,
Pumping,01/6/2017 17:15,,0:00,1.66 oz,,49 ml. 27L + 22R
Diaper,01/6/2017 16:42,,0:00,Urine,,
Bottle feeding,01/6/2017 16:20,,0:00,,Mom's milk,2.5
Right breast,01/6/2017 16:04,01/6/2017 16:17,0:07,,,
Left breast,01/6/2017 15:56,01/6/2017 16:02,0:06,,,very productive
Sleep,01/6/2017 15:30,01/6/2017 15:48,0:18,,,
Sleep,01/6/2017 14:55,01/6/2017 15:02,0:07,,,
Measure,01/6/2017 14:31,,0:00,"Weight: 8.4375 lb, Height: 21.0 in, Head circumference: 14.8 in",,North Seattle Pediatrics
Diaper,01/6/2017 14:30,,0:00,Urine,,
Sleep,01/6/2017 13:15,01/6/2017 13:44,0:29,,,
Sleep,01/6/2017 12:46,01/6/2017 13:00,0:14,,,
Sleep,01/6/2017 12:35,,0:00,,,
Diaper,01/6/2017 12:25,,0:00,"Urine, Feces",,
Bottle feeding,01/6/2017 12:12,,0:00,1.1 oz,Mom's milk,1.1
Pumping,01/6/2017 11:50,,0:00,1.59 oz,,47 ml. 20L + 27R
Diaper,01/6/2017 11:44,,0:00,Urine,,
Bottle feeding,01/6/2017 11:33,,0:00,1.5 oz,Mom's milk,
Left breast,01/6/2017 11:24,01/6/2017 11:27,0:02,,,
Right breast,01/6/2017 11:19,01/6/2017 11:22,0:02,,,
Left breast,01/6/2017 10:46,01/6/2017 10:50,0:03,,,ok
Sleep,01/6/2017 08:35,01/6/2017 10:43,2:07,,,
Sleep,01/6/2017 08:26,01/6/2017 08:30,0:03,,,
Diaper,01/6/2017 08:15,,0:00,"Urine, Feces",,
Bottle feeding,01/6/2017 07:47,,0:00,2.0 oz,Mom's milk,3.5
Pumping,01/6/2017 07:08,,0:00,3.0 oz,,90 ml. 51L + 39R
Sleep,01/6/2017 03:28,01/6/2017 07:45,4:17,,,
Right breast,01/6/2017 03:23,01/6/2017 03:45,0:22,,,sleep eating
Sleep,01/6/2017 03:21,01/6/2017 03:23,0:01,,,
Left breast,01/6/2017 03:14,01/6/2017 03:19,0:04,,,sleep eating
Sleep,01/6/2017 02:35,01/6/2017 02:54,0:19,,,
Bottle feeding,01/6/2017 02:05,,0:00,2.5 oz,Mom's milk,2.5
Pumping,01/6/2017 01:53,,0:00,2.33 oz,,69 ml. 37L + 32R
Diaper,01/6/2017 01:45,,0:00,Urine,,
Bottle feeding,01/6/2017 01:40,,0:00,0.9 oz,Mom's milk,
Sleep,31/5/2017 22:50,01/6/2017 01:35,2:44,,,
Pumping,31/5/2017 22:15,,0:00,1.62 oz,,48 ml. 28L + 20R
Sleep,31/5/2017 22:07,31/5/2017 22:36,0:28,,,
Right breast,31/5/2017 21:40,31/5/2017 21:47,0:06,,,"fidgety and whiny but productive, sleepy near end"
Left breast,31/5/2017 21:34,31/5/2017 21:39,0:04,,,fidgety and whiny but productive
Bottle feeding,31/5/2017 21:04,,0:00,0.6 oz,Mom's milk,1.5
Diaper,31/5/2017 20:47,,0:00,"Urine, Feces",,
Bottle feeding,31/5/2017 20:24,,0:00,2.0 oz,Mom's milk,
Sleep,31/5/2017 19:47,31/5/2017 20:20,0:33,,,
Pumping,31/5/2017 19:03,,0:00,1.83 oz,,54 ml.  29L + 25R
Right breast,31/5/2017 18:39,31/5/2017 18:51,0:11,,,productive. sleep eating after 7
Left breast,31/5/2017 18:29,31/5/2017 18:38,0:07,,,"productive first 5 min, then trouble latching until lean over with massage"
Diaper,31/5/2017 18:27,,0:00,"Urine, Feces",,
Sleep,31/5/2017 16:16,31/5/2017 17:36,1:20,,,
Sleep,31/5/2017 15:38,31/5/2017 15:54,0:15,,,
Sleep,31/5/2017 15:22,31/5/2017 15:29,0:06,,,
Bottle feeding,31/5/2017 15:08,,0:00,1.0 oz,Mom's milk,3
Right breast,31/5/2017 15:03,31/5/2017 15:04,0:01,,,trouble latching
Left breast,31/5/2017 14:54,31/5/2017 14:57,0:02,,,productive
Left breast,31/5/2017 14:43,31/5/2017 14:43,0:00,,,
Diaper,31/5/2017 14:40,,0:00,Urine,,
Bottle feeding,31/5/2017 14:20,,0:00,0.8 oz,Mom's milk,
Sleep,31/5/2017 13:25,31/5/2017 13:55,0:30,,,
Bottle feeding,31/5/2017 12:17,,0:00,1.8 oz,Mom's milk,2.6
Right breast,31/5/2017 12:02,31/5/2017 12:07,0:05,,,squirmy but productive
Diaper,31/5/2017 11:57,,0:00,"Urine, Feces",,
Left breast,31/5/2017 11:43,31/5/2017 11:51,0:07,,,productive
Diaper,31/5/2017 11:38,,0:00,Urine,,
Sleep,31/5/2017 07:45,31/5/2017 11:38,3:53,,,
Sleep,31/5/2017 07:44,,0:00,,,
Sleep,31/5/2017 07:37,,0:00,,,
Pumping,31/5/2017 07:32,,0:00,3.25 oz,,96 ml. 56L + 40R
Sleep,31/5/2017 07:25,31/5/2017 07:30,0:04,,,
Sleep,31/5/2017 07:06,31/5/2017 07:17,0:11,,,
Right breast,31/5/2017 07:04,31/5/2017 07:13,0:08,,,sleep eating
Sleep,31/5/2017 06:50,,0:00,,,
Diaper,31/5/2017 06:30,,0:00,"Urine, Feces",,
Bottle feeding,31/5/2017 06:16,,0:00,3.0 oz,Mom's milk,
Bottle feeding,31/5/2017 06:14,,0:00,0.4 oz,Mom's milk,
Sleep,31/5/2017 02:54,31/5/2017 06:04,3:09,,,
Sleep,31/5/2017 02:30,,0:00,,,
Diaper,31/5/2017 02:20,,0:00,"Urine, Feces",,
Bottle feeding,31/5/2017 01:55,,0:00,2.6 oz,Mom's milk,
Pumping,31/5/2017 01:52,,0:00,2.27 oz,,67 ml. 35L + 32R
Bottle feeding,31/5/2017 01:35,,0:00,0.4 oz,Mom's milk,
Sleep,30/5/2017 22:01,31/5/2017 01:37,3:35,,,
Pumping,30/5/2017 21:53,,0:00,1.62 oz,,48 ml.  29L + 19R
Bottle feeding,30/5/2017 21:37,,0:00,1.1 oz,Mom's milk,1.5
Bottle feeding,30/5/2017 21:23,,0:00,1.2 oz,Mom's milk,
Diaper,30/5/2017 21:22,,0:00,Urine,,
Right breast,30/5/2017 21:09,30/5/2017 21:13,0:03,,,productive
Left breast,30/5/2017 20:58,30/5/2017 21:06,0:04,,,productive
Sleep,30/5/2017 18:57,30/5/2017 20:50,1:52,,,
Bottle feeding,30/5/2017 18:37,,0:00,0.8 oz,Mom's milk,2
Pumping,30/5/2017 18:26,,0:00,1.45 oz,,43 ml. 19L + 24R
Bottle feeding,30/5/2017 18:23,,0:00,1.0 oz,Mom's milk,
Right breast,30/5/2017 18:01,30/5/2017 18:06,0:04,,,productive
Left breast,30/5/2017 17:53,30/5/2017 18:00,0:05,,,productive
Diaper,30/5/2017 17:51,,0:00,Urine,,
Sleep,30/5/2017 15:48,30/5/2017 17:32,1:43,,,
Diaper,30/5/2017 15:31,,0:00,"Urine, Feces",,
Diaper,30/5/2017 15:03,,0:00,Urine,,
Bottle feeding,30/5/2017 14:58,,0:00,1.0 oz,Mom's milk,
Sleep,30/5/2017 14:02,30/5/2017 14:04,0:02,,,
Sleep,30/5/2017 14:02,30/5/2017 14:49,0:47,,,
Pumping,30/5/2017 14:01,,0:00,3.14 oz,,93 ml. 45L + 48R
Bottle feeding,30/5/2017 13:52,,0:00,,Mom's milk,2
Diaper,30/5/2017 13:35,,0:00,"Urine, Feces",,
Bottle feeding,30/5/2017 13:28,,0:00,1.3 oz,Mom's milk,1.5
Bottle feeding,30/5/2017 13:09,,0:00,1.7 oz,Mom's milk,1.7
Left breast,30/5/2017 12:58,30/5/2017 13:01,0:03,,,
Diaper,30/5/2017 12:49,,0:00,Urine,,
Sleep,30/5/2017 10:40,30/5/2017 12:48,2:08,,,
Right breast,30/5/2017 10:33,30/5/2017 10:48,0:14,,,sleep eating
Pumping,30/5/2017 07:51,,0:00,3.48 oz,,103 ml. 55L + 48R
Sleep,30/5/2017 07:38,30/5/2017 10:26,2:48,,,
Diaper,30/5/2017 07:19,,0:00,"Urine, Feces",,
Bottle feeding,30/5/2017 07:04,,0:00,1.6 oz,Mom's milk,2
Bottle feeding,30/5/2017 07:04,,0:00,,Mom's milk,
Bottle feeding,30/5/2017 07:00,,0:00,1.3 oz,Mom's milk,
Sleep,30/5/2017 03:00,30/5/2017 06:45,3:45,,,
Diaper,30/5/2017 02:47,,0:00,Urine,,
Pumping,30/5/2017 02:33,,0:00,2.94 oz,,87 ml. 44L + 43R
Bottle feeding,30/5/2017 02:32,,0:00,1.7 oz,Mom's milk,3
Bottle feeding,30/5/2017 02:27,,0:00,0.5 oz,Mom's milk,
Sleep,29/5/2017 21:50,30/5/2017 02:22,4:32,,,
Diaper,29/5/2017 21:35,,0:00,Urine,,
Pumping,29/5/2017 21:22,,0:00,1.96 oz,,58 ml. 29L + 29R
Bottle feeding,29/5/2017 21:20,,0:00,1.5 oz,Mom's milk,2
Sleep,29/5/2017 21:17,29/5/2017 21:22,0:05,,,
Sleep,29/5/2017 21:06,29/5/2017 21:08,0:02,,,
Right breast,29/5/2017 20:47,,0:00,,,
Diaper,29/5/2017 20:42,,0:00,Urine,,
Bottle feeding,29/5/2017 19:59,,0:00,2.0 oz,Mom's milk,
Left breast,29/5/2017 19:49,29/5/2017 19:52,0:03,,,
Sleep,29/5/2017 19:22,29/5/2017 19:42,0:19,,,
Sleep,29/5/2017 18:26,29/5/2017 18:30,0:04,,,
Pumping,29/5/2017 18:18,,0:00,1.73 oz,,51 ml. 27L + 24R
Diaper,29/5/2017 18:10,,0:00,Urine,,
Bottle feeding,29/5/2017 18:09,,0:00,,Mom's milk,2
Bottle feeding,29/5/2017 18:01,,0:00,0.7 oz,Mom's milk,
Left breast,29/5/2017 17:26,29/5/2017 17:31,0:04,,,
Right breast,29/5/2017 16:36,29/5/2017 17:05,0:28,,,
Sleep,29/5/2017 15:36,29/5/2017 16:35,0:58,,,
Diaper,29/5/2017 15:17,,0:00,Urine,,
Bottle feeding,29/5/2017 14:53,,0:00,1.8 oz,Mom's milk,2.5
Sleep,29/5/2017 14:36,,0:00,,,
Left breast,29/5/2017 14:32,29/5/2017 14:38,0:05,,,
Sleep,29/5/2017 13:51,29/5/2017 14:20,0:29,,,
Sleep,29/5/2017 13:48,,0:00,,,
Bottle feeding,29/5/2017 13:37,,0:00,0.5 oz,Mom's milk,
Diaper,29/5/2017 13:33,,0:00,"Urine, Feces",,
Pumping,29/5/2017 13:14,,0:00,2.0 oz,,59 ml. 29L + 30R
Diaper,29/5/2017 13:02,,0:00,"Urine, Feces",,
Bottle feeding,29/5/2017 12:45,,0:00,1.8 oz,Mom's milk,2.3
Left breast,29/5/2017 12:34,29/5/2017 12:37,0:03,,,
Right breast,29/5/2017 12:28,29/5/2017 12:31,0:03,,,
Right breast,29/5/2017 12:26,29/5/2017 12:30,0:03,,,
Diaper,29/5/2017 12:20,,0:00,"Urine, Feces",,
Bottle feeding,29/5/2017 12:15,,0:00,1.4 oz,Mom's milk,
Vaccination,29/5/2017 12:10,29/5/2017 12:10,0:00,,,
Diaper,29/5/2017 12:08,,0:00,Urine,,
Sleep,29/5/2017 08:50,29/5/2017 12:05,3:15,,,
Bottle feeding,29/5/2017 08:20,,0:00,1.1 oz,Mom's milk,2.5
Pumping,29/5/2017 08:17,,0:00,2.94 oz,,87 ml. 47L + 40R
Bottle feeding,29/5/2017 08:15,,0:00,0.9 oz,Mom's milk,
Sleep,29/5/2017 05:05,29/5/2017 08:02,2:57,,,
Diaper,29/5/2017 04:50,,0:00,Urine,,
Pumping,29/5/2017 04:45,,0:00,3.79 oz,,112 ml. 56L + 56R
Bottle feeding,29/5/2017 04:37,,0:00,1.1 oz,Mom's milk,2
Bottle feeding,29/5/2017 04:30,,0:00,1.5 oz,Mom's milk,
Pumping,28/5/2017 22:44,,0:00,2.0 oz,,60 ml. 29L + 31R
Sleep,28/5/2017 22:42,29/5/2017 04:28,5:45,,,
Bottle feeding,28/5/2017 22:37,,0:00,,Mom's milk,1.5
Left breast,28/5/2017 22:36,28/5/2017 22:37,0:00,,,
Right breast,28/5/2017 22:35,28/5/2017 22:36,0:00,,,
Bottle feeding,28/5/2017 22:20,,0:00,2.0 oz,Mom's milk,
Left breast,28/5/2017 22:06,28/5/2017 22:07,0:01,,,
Sleep,28/5/2017 21:46,28/5/2017 21:55,0:09,,,
Diaper,28/5/2017 21:25,,0:00,Urine,,
Left breast,28/5/2017 21:23,28/5/2017 21:33,0:03,,,
Vaccination,28/5/2017 21:10,28/5/2017 21:11,0:00,,,
Sleep,28/5/2017 20:28,28/5/2017 20:41,0:12,,,
Diaper,28/5/2017 19:32,,0:00,"Urine, Feces",,
Pumping,28/5/2017 19:25,,0:00,2.77 oz,,82 ml. 42L + 40R
Bottle feeding,28/5/2017 19:20,,0:00,1.8 oz,Mom's milk,1.8
Bottle feeding,28/5/2017 19:00,,0:00,1.5 oz,Mom's milk,1.5
Diaper,28/5/2017 18:48,,0:00,Urine,,
Bottle feeding,28/5/2017 18:42,,0:00,0.9 oz,Mom's milk,
Left breast,28/5/2017 18:34,28/5/2017 18:39,0:05,,,
Right breast,28/5/2017 18:23,28/5/2017 18:32,0:08,,,
Sleep,28/5/2017 15:06,28/5/2017 18:22,3:16,,,
Sleep,28/5/2017 14:54,28/5/2017 15:02,0:08,,,
Bottle feeding,28/5/2017 14:44,,0:00,0.6 oz,Mom's milk,1.5
Diaper,28/5/2017 14:31,,0:00,"Urine, Feces",,
Pumping,28/5/2017 14:21,,0:00,1.96 oz,,58 ml. 26L + 32R
Bottle feeding,28/5/2017 14:21,,0:00,1.5 oz,Mom's milk,
Left breast,28/5/2017 14:05,28/5/2017 14:15,0:05,,,
Right breast,28/5/2017 14:03,28/5/2017 14:03,0:00,,,
Bottle feeding,28/5/2017 13:56,,0:00,0.5 oz,Mom's milk,
Diaper,28/5/2017 12:39,,0:00,"Urine, Feces",,
Bottle feeding,28/5/2017 11:59,,0:00,0.5 oz,Mom's milk,
Diaper,28/5/2017 11:07,,0:00,"Urine, Feces",,
Bottle feeding,28/5/2017 11:01,,0:00,,Mom's milk,1
Bottle feeding,28/5/2017 10:48,,0:00,1.0 oz,Mom's milk,
Bottle feeding,28/5/2017 10:42,,0:00,1.1 oz,Mom's milk,
Pumping,28/5/2017 09:54,,0:00,3.38 oz,,100. 54L + 46R
Sleep,28/5/2017 07:55,28/5/2017 10:44,2:49,,,
Diaper,28/5/2017 07:50,,0:00,Urine,,
Bottle feeding,28/5/2017 07:37,,0:00,0.9 oz,Mom's milk,
Bottle feeding,28/5/2017 07:28,,0:00,0.7 oz,Mom's milk,
Sleep,28/5/2017 05:23,28/5/2017 07:24,2:00,,,
Diaper,28/5/2017 05:12,,0:00,Urine,,
Pumping,28/5/2017 05:02,,0:00,3.65 oz,,108 ml.  56L + 52R
Bottle feeding,28/5/2017 04:57,,0:00,2.3 oz,Mom's milk,
Sleep,27/5/2017 22:59,28/5/2017 04:53,5:54,,,
Bottle feeding,27/5/2017 22:38,,0:00,0.9 oz,Mom's milk,1.5
Pumping,27/5/2017 22:27,,0:00,1.32 oz,,39 ml. 20L + 19R
Diaper,27/5/2017 21:51,,0:00,"Urine, Feces",,
Sleep,27/5/2017 21:39,27/5/2017 21:46,0:06,,,
Left breast,27/5/2017 21:32,27/5/2017 21:49,0:15,,,
Right breast,27/5/2017 21:27,27/5/2017 21:30,0:03,,,
Bottle feeding,27/5/2017 21:24,,0:00,0.4 oz,Mom's milk,
Sleep,27/5/2017 19:47,27/5/2017 19:50,0:03,,,
Pumping,27/5/2017 19:37,,0:00,1.49 oz,,44 ml. 23L + 21R
Bottle feeding,27/5/2017 19:37,,0:00,1.1 oz,Mom's milk,1.5
Diaper,27/5/2017 19:28,,0:00,"Urine, Feces",,
Left breast,27/5/2017 19:18,27/5/2017 19:26,0:06,,,
Right breast,27/5/2017 19:10,27/5/2017 19:17,0:06,,,
Bottle feeding,27/5/2017 18:58,,0:00,1.6 oz,Mom's milk,
Diaper,27/5/2017 18:56,,0:00,Urine,,
Sleep,27/5/2017 17:58,,0:00,,,
Sleep,27/5/2017 17:57,27/5/2017 18:55,0:56,,,
Bottle feeding,27/5/2017 17:44,,0:00,0.7 oz,Mom's milk,
Sleep,27/5/2017 17:15,27/5/2017 17:43,0:28,,,
Bottle feeding,27/5/2017 16:56,,0:00,0.6 oz,Mom's milk,
Pumping,27/5/2017 16:46,,0:00,1.76 oz,,52 ml.  20L + 32R
Left breast,27/5/2017 15:58,27/5/2017 16:13,0:14,,,
Right breast,27/5/2017 15:47,27/5/2017 15:51,0:04,,,
Bottle feeding,27/5/2017 14:21,,0:00,0.1 oz,Mom's milk,3
Sleep,27/5/2017 13:42,27/5/2017 14:08,0:25,,,
Right breast,27/5/2017 13:09,27/5/2017 13:21,0:02,,,
Diaper,27/5/2017 13:00,,0:00,"Urine, Feces",,
Left breast,27/5/2017 12:59,,0:00,,,
Left breast,27/5/2017 12:56,27/5/2017 13:08,0:11,,,
Sleep,27/5/2017 11:21,27/5/2017 12:00,0:38,,,
Sleep,27/5/2017 10:45,,0:00,,,
Diaper,27/5/2017 10:01,,0:00,"Urine, Feces",,
Bottle feeding,27/5/2017 09:41,,0:00,1.5 oz,Mom's milk,1.5
Bottle feeding,27/5/2017 09:37,,0:00,0.5 oz,Mom's milk,
Pumping,27/5/2017 08:54,,0:00,2.1 oz,,62 ml.  35L + 27R
Sleep,27/5/2017 07:29,27/5/2017 09:34,2:05,,,
Diaper,27/5/2017 06:35,,0:00,Urine,,
Pumping,27/5/2017 05:52,,0:00,2.57 oz,,76 ml.  41L + 35R
Bottle feeding,27/5/2017 05:49,,0:00,2.5 oz,Mom's milk,
Sleep,27/5/2017 02:50,27/5/2017 05:40,2:50,,,
Diaper,27/5/2017 02:31,,0:00,Urine,,
Pumping,27/5/2017 02:15,,0:00,2.74 oz,,81 ml. 44L + 37R
Bottle feeding,27/5/2017 02:10,,0:00,3.0 oz,Mom's milk,15 min
Pumping,26/5/2017 21:57,,0:00,1.62 oz,,48 ml. 31L + 17R
Sleep,26/5/2017 21:49,27/5/2017 02:05,4:15,,,
Left breast,26/5/2017 21:43,26/5/2017 21:44,0:01,,,
Right breast,26/5/2017 21:36,26/5/2017 21:39,0:02,,,
Bottle feeding,26/5/2017 21:13,,0:00,1.4 oz,Mom's milk,
Sleep,26/5/2017 20:53,26/5/2017 21:05,0:12,,,
Bottle feeding,26/5/2017 20:43,,0:00,0.1 oz,Mom's milk,1.5
Bottle feeding,26/5/2017 20:31,,0:00,2.0 oz,Mom's milk,2. 7 min
Left breast,26/5/2017 20:28,26/5/2017 20:29,0:01,,,
Right breast,26/5/2017 20:23,26/5/2017 20:26,0:02,,,
Diaper,26/5/2017 20:11,,0:00,"Urine, Feces",,
Sleep,26/5/2017 19:15,26/5/2017 19:28,0:13,,,
Pumping,26/5/2017 18:43,,0:00,2.67 oz,,79 ml. 37L + 42R
Sleep,26/5/2017 18:39,26/5/2017 19:08,0:28,,,
Sleep,26/5/2017 18:03,26/5/2017 18:27,0:23,,,
Sleep,26/5/2017 17:33,,0:00,,,
Bottle feeding,26/5/2017 17:16,,0:00,2.0 oz,Mom's milk,2. 15 min
Diaper,26/5/2017 17:03,,0:00,Urine,,
Right breast,26/5/2017 16:54,26/5/2017 17:02,0:05,,,
Left breast,26/5/2017 16:32,26/5/2017 16:48,0:16,,,
Sleep,26/5/2017 13:56,26/5/2017 16:29,2:27,,,
Diaper,26/5/2017 13:36,,0:00,Urine,,
Bottle feeding,26/5/2017 13:31,,0:00,1.5 oz,Mom's milk,1.5
Bottle feeding,26/5/2017 13:14,,0:00,1.0 oz,Mom's milk,1. 5 min
Right breast,26/5/2017 12:54,26/5/2017 12:59,0:05,,,
Left breast,26/5/2017 12:39,26/5/2017 12:49,0:10,,,
Pumping,26/5/2017 11:45,,0:00,3.15 oz,,93 ml. 48L + 45R
Diaper,26/5/2017 11:37,,0:00,Urine,,
Bottle feeding,26/5/2017 10:28,,0:00,2.8 oz,Formula milk,3.2
Diaper,26/5/2017 10:23,,0:00,Urine,,
Pumping,26/5/2017 06:08,,0:00,2.57 oz,,76 ml. 40L + 36R
Sleep,26/5/2017 05:53,26/5/2017 10:22,4:29,,,
Diaper,26/5/2017 05:39,,0:00,"Urine, Feces",,
Bottle feeding,26/5/2017 05:17,,0:00,1.9 oz,Mom's milk,
Bottle feeding,26/5/2017 05:11,,0:00,0.4 oz,Mom's milk,
Sleep,26/5/2017 04:02,26/5/2017 05:11,1:08,,,
Sleep,26/5/2017 03:15,26/5/2017 04:00,0:45,,,
Diaper,26/5/2017 02:40,,0:00,Urine,,
Pumping,26/5/2017 02:21,,0:00,2.4 oz,,71. 36L + 35R
Bottle feeding,26/5/2017 02:15,,0:00,2.6 oz,Mom's milk,
Sleep,25/5/2017 23:06,26/5/2017 02:12,3:06,,,
Sleep,25/5/2017 22:45,25/5/2017 22:55,0:10,,,
Pumping,25/5/2017 22:35,,0:00,1.96 oz,,58 ml.  27L + 31R
Bottle feeding,25/5/2017 22:32,,0:00,1.0 oz,Formula milk,
Diaper,25/5/2017 22:15,,0:00,Urine,,
Sleep,25/5/2017 22:00,25/5/2017 22:16,0:15,,,
Right breast,25/5/2017 21:52,25/5/2017 21:56,0:01,,,
Left breast,25/5/2017 21:24,25/5/2017 21:29,0:03,,,
Sleep,25/5/2017 21:20,25/5/2017 21:23,0:03,,,
Diaper,25/5/2017 20:59,,0:00,Urine,,
Bottle feeding,25/5/2017 20:10,,0:00,1.7 oz,Formula milk,
Right breast,25/5/2017 20:00,25/5/2017 20:08,0:06,,,
Left breast,25/5/2017 19:49,25/5/2017 19:58,0:08,,,
Sleep,25/5/2017 19:00,25/5/2017 19:42,0:42,,,
Diaper,25/5/2017 18:40,,0:00,Urine,,
Pumping,25/5/2017 18:10,,0:00,3.42 oz,,101 ml.  50L + 51R
Sleep,25/5/2017 16:23,25/5/2017 18:37,2:13,,,
Sleep,25/5/2017 16:12,25/5/2017 16:18,0:06,,,
Bottle feeding,25/5/2017 16:09,,0:00,,Formula milk,1.5
Bottle feeding,25/5/2017 15:41,,0:00,0.9 oz,Mom's milk,
Diaper,25/5/2017 15:34,,0:00,Urine,,
Right breast,25/5/2017 15:20,25/5/2017 15:32,0:08,,,
Right breast,25/5/2017 15:20,,0:00,,,
Left breast,25/5/2017 14:48,25/5/2017 15:16,0:28,,,
Sleep,25/5/2017 13:12,25/5/2017 14:47,1:34,,,
Bottle feeding,25/5/2017 12:26,,0:00,1.0 oz,Mom's milk,2
Right breast,25/5/2017 12:19,25/5/2017 12:24,0:05,,,
Left breast,25/5/2017 12:08,25/5/2017 12:17,0:07,,,
Measure,25/5/2017 12:00,,0:00,Weight: 8.0625 lb,,Swedish Lytle Center
Diaper,25/5/2017 11:45,,0:00,Urine,,
Sleep,25/5/2017 11:00,25/5/2017 11:59,0:59,,,
Sleep,25/5/2017 10:08,25/5/2017 10:44,0:36,,,
Bottle feeding,25/5/2017 09:54,,0:00,0.6 oz,Formula milk,1.5
Diaper,25/5/2017 09:47,,0:00,"Urine, Feces",,
Bottle feeding,25/5/2017 09:22,,0:00,0.2 oz,Mom's milk,
Vaccination,25/5/2017 09:16,25/5/2017 09:17,0:00,,,
Sleep,25/5/2017 08:16,25/5/2017 09:07,0:50,,,
Diaper,25/5/2017 08:06,,0:00,Urine,,
Bottle feeding,25/5/2017 07:50,,0:00,1.8 oz,Mom's milk,
Bottle feeding,25/5/2017 07:44,,0:00,0.5 oz,Mom's milk,
Pumping,25/5/2017 07:13,,0:00,2.54 oz,,75 ml. 41L + 34R
Sleep,25/5/2017 04:15,25/5/2017 07:25,3:10,,,
Diaper,25/5/2017 04:02,,0:00,Urine,,
Pumping,25/5/2017 03:45,,0:00,3.0 oz,,90 ml. 47L + 43R
Bottle feeding,25/5/2017 03:45,,0:00,2.5 oz,Mom's milk,
Sleep,24/5/2017 23:20,25/5/2017 03:34,4:13,,,
Bottle feeding,24/5/2017 23:14,,0:00,0.6 oz,Formula milk,1.5
Sleep,24/5/2017 22:54,24/5/2017 23:09,0:15,,,
Diaper,24/5/2017 22:35,,0:00,Urine,,
Pumping,24/5/2017 22:20,,0:00,0.88 oz,,26 ml. 10L + 16R
Bottle feeding,24/5/2017 22:15,,0:00,2.5 oz,Formula milk,2.5
Sleep,24/5/2017 21:47,24/5/2017 21:56,0:09,,,
Left breast,24/5/2017 21:46,24/5/2017 21:55,0:09,,,
Sleep,24/5/2017 21:40,24/5/2017 21:46,0:06,,,
Right breast,24/5/2017 21:31,24/5/2017 21:44,0:13,,,
Left breast,24/5/2017 21:01,24/5/2017 21:29,0:09,,,
Sleep,24/5/2017 19:59,24/5/2017 20:22,0:22,,,
Diaper,24/5/2017 19:15,,0:00,"Urine, Feces",,
Pumping,24/5/2017 19:10,,0:00,1.59 oz,,47 ml. 27L + 20R
Bottle feeding,24/5/2017 18:50,,0:00,2.0 oz,Formula milk,2
Right breast,24/5/2017 18:09,24/5/2017 18:26,0:09,,,
Diaper,24/5/2017 18:07,,0:00,"Urine, Feces",,
Left breast,24/5/2017 17:34,24/5/2017 17:53,0:11,,,
Sleep,24/5/2017 15:14,24/5/2017 17:30,2:15,,,
Sleep,24/5/2017 15:00,,0:00,,,
Diaper,24/5/2017 14:48,,0:00,"Urine, Feces",,
Sleep,24/5/2017 14:41,,0:00,,,
Diaper,24/5/2017 14:35,,0:00,"Urine, Feces",,
Bottle feeding,24/5/2017 14:18,,0:00,1.1 oz,Formula milk,2
Right breast,24/5/2017 14:03,24/5/2017 14:14,0:09,,,
Diaper,24/5/2017 13:50,,0:00,Urine,,
Left breast,24/5/2017 13:44,24/5/2017 14:00,0:10,,,
Sleep,24/5/2017 11:09,24/5/2017 13:42,2:32,,,
Bottle feeding,24/5/2017 10:53,,0:00,0.8 oz,Formula milk,2
Right breast,24/5/2017 10:24,24/5/2017 10:32,0:05,,,
Left breast,24/5/2017 10:16,24/5/2017 10:22,0:05,,,
Left breast,24/5/2017 10:00,24/5/2017 10:02,0:02,,,
Diaper,24/5/2017 09:54,,0:00,"Urine, Feces",,
Vaccination,24/5/2017 09:29,24/5/2017 09:31,0:02,,,
Sleep,24/5/2017 08:39,24/5/2017 09:24,0:45,,,
Sleep,24/5/2017 08:30,24/5/2017 08:33,0:02,,,
